# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.841264879110955,2.74,0.0,0,0.5,0,180.0,0.0,0.0
 0.10679698220644326,1.8441162779630558,2.74,0.0,0.053398491103221625,0.49999999999999994,0,180.0,0.0,0.0
 0.15528450684425793,1.847293198627421,2.74,0.0,0.07764225342212897,0.5000000000000001,0,180.0,0.0,0.0
 0.1952242260808618,1.8507930037231728,2.74,0.0,0.0976121130404309,0.5,0,180.0,0.0,0.0
 0.23106861975160917,1.8546130558694334,2.74,0.0,0.11553430987580458,0.5,0,180.0,0.0,0.0
 0.26446805912525556,1.8587507176853248,2.74,0.0,0.13223402956262778,0.5,0,180.0,0.0,0.0
 0.2962328319347075,1.863203351789969,2.74,0.0,0.14811641596735375,0.5,0,180.0,0.0,0.0
 0.32682375489877,1.8679683208024878,2.74,0.0,0.163411877449385,0.5,0,180.0,0.0,9.568132979822538e-13
 0.35652830592282064,1.873042987342004,2.74,0.0,0.17826415296141032,0.5,0,180.00000000000003,0.0,-9.797406308729468e-13
 0.3855377279420752,1.8784247140276393,2.74,0.0,0.1927688639710376,0.5,0,180.0,0.0,0.0
 0.4139854314710149,1.8841108634785155,2.74,0.0,0.20699271573550745,0.5,0,180.0,0.0,0.0
 0.4419679590323283,1.8900987983137554,2.74,0.0,0.22098397951616414,0.5,0,180.0,0.0,0.0
 0.46955724695302126,1.89638588115248,2.74,0.0,0.23477862347651063,0.5,0,180.0,0.0,0.0
 0.49680819438836915,1.9029694746138128,2.74,0.0,0.24840409719418458,0.5,0,180.0,0.0,1.0543996292955568e-12
 0.5237635428546736,1.9098469413168748,2.74,0.0,0.2618817714273368,0.5,0,180.00000000000003,0.0,-1.0647389726173343e-12
 0.5504571364596282,1.9170156438807884,2.74,0.0,0.2752285682298141,0.5,0,180.0,0.0,0.0
 0.5769161665743849,1.9244729449246758,2.74,0.0,0.28845808328719247,0.5,0,180.0,0.0,0.0
 0.6031627573274206,1.9322162070676592,2.74,0.0,0.3015813786637103,0.5,0,180.0,0.0,0.0
 0.6292151104921273,1.94024279292886,2.74,0.0,0.31460755524606365,0.5,0,180.0,0.0,-1.0984983654558688e-12
 0.6550883482903549,1.9485500651274013,2.74,0.0,0.32754417414517745,0.5,0,179.99999999999997,0.0,1.1056107214165902e-12
 0.6807951444346506,1.9571353862824041,2.74,0.0,0.3403975722173253,0.5,0,180.0,0.0,0.0
 0.7063462037897185,1.9659961190129915,2.74,0.0,0.35317310189485923,0.5,0,180.0,0.0,0.0
 0.7317506319159006,1.975129625938285,2.74,0.0,0.3658753159579503,0.5,0,180.0,0.0,0.0
 0.7570162232513958,1.9845332696774067,2.74,0.0,0.3785081116256979,0.5,0,180.0,0.0,1.1308313176063738e-12
 0.7821496883296041,1.9942044128494791,2.74,0.0,0.39107484416480204,0.5,0,180.00000000000003,0.0,-1.136543489441517e-12
 0.8071568347295804,2.0041404180736238,2.74,0.0,0.4035784173647902,0.5,0,180.0,0.0,-1.142081854107602e-12
 0.8320427125046127,2.0143386479689633,2.74,0.0,0.41602135625230635,0.5,0,179.99999999999997,0.0,0.0
 0.8568117320477449,2.024796465154619,2.74,0.0,0.42840586602387243,0.5,0,179.99999999999997,0.0,2.3054572350283154e-12
 0.881467760360545,2.0355112322497138,2.74,0.0,0.4407338801802725,0.5,0,180.00000000000003,0.0,-1.1578750141197166e-12
 0.9060142002472471,2.0464803118733697,2.74,0.0,0.45300710012362355,0.5,0,180.0,0.0,0.0
 0.9304540558969124,2.0577010666447086,2.74,0.0,0.4652270279484562,0.5,0,180.0,0.0,0.0
 0.9547899875300268,2.069170859182852,2.74,0.0,0.4773949937650134,0.5,0,180.0,0.0,0.0
 0.9790243571964243,2.080887052106923,2.74,0.0,0.48951217859821217,0.5,0,180.0,0.0,0.0
 1.0031592673650338,2.092847008036043,2.74,0.0,0.501579633682517,0.5000000000000046,0,180.0,0.0,0.0
 1.0271965936049032,2.105048089589334,2.74,0.0,0.5135982968024517,0.5,0,180.0,0.0,0.0
 1.0511380123941172,2.117487659385919,2.74,0.0,0.5255690061970587,0.5,0,180.0,0.0,0.0
 1.0749850248891166,2.1301630800449187,2.74,0.0,0.5374925124445584,0.5,0,180.0,0.0,0.0
 1.098738977327193,2.1430717141854565,2.74,0.0,0.5493694886635966,0.5,0,180.0,0.0,0.0
 1.1224010786090666,2.156210924426654,2.74,0.0,0.5612005393045334,0.5,0,180.0,0.0,0.0
 1.1459724155086417,2.169578073387633,2.74,0.0,0.5729862077543211,0.5000000000000047,0,180.0,0.0,0.0
 1.1694539658773422,2.183170523687516,2.74,0.0,0.5847269829386713,0.5,0,180.0,0.0,0.0
 1.1928466101464505,2.1969856379454247,2.74,0.0,0.5964233050732255,0.5,0,180.0,0.0,0.0
 1.2161511413792716,2.2110207787804814,2.74,0.0,0.608075570689636,0.5,0,180.0,0.0,0.0
 1.2393682740829757,2.2252733088118086,2.74,0.0,0.6196841370414881,0.5,0,180.0,0.0,0.0
 1.262498651955831,2.2397405906585277,2.74,0.0,0.6312493259779156,0.4999999999999952,0,180.0,0.0,0.0
 1.2855428547175016,2.254419986939761,2.74,0.0,0.6427714273587509,0.5,0,180.0,0.0,0.0
 1.3085014041470122,2.2693088602746307,2.74,0.0,0.6542507020735062,0.5,0,180.0,0.0,0.0
