# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,2.0011332330356972,4.875984794704632,0.0009130333182409605,0,1.5,0.002574800869765712,180.0,0.0,0.0
 0.12681833159002187,2.0131953999546233,4.87598498692054,0.0009130333182409605,0.1902274973850328,1.5,0.002574800869765712,180.0,0.03375409168419219,0.0
 0.1798073969528412,2.0253812580198365,4.875985561512478,0.0027016310887572168,0.2697110954292618,1.5,0.0024777150368424632,180.0,0.04243828287035801,0.0
 0.22077623727908677,2.037689843193991,4.87598651539677,0.004440278323392956,0.3311643559186302,1.500000000000001,0.002385407057682387,180.0,0.048588833822248115,0.0
 0.25556984310163183,2.0501201914397393,4.875987845489737,0.006130859054781403,0.38335476465244783,1.500000000000001,0.0022975805631291523,180.0,0.05325628664967263,0.0
 0.2864451219641795,2.062671338719735,4.875989548707701,0.007775161756273819,0.4296676829462693,1.4999999999999991,0.002213963856778412,180.0,0.056907717843464184,0.0
 0.31455595870860564,2.075342320996631,4.875991621966985,0.009374885322069308,0.4718339380629085,1.5,0.002134303267540543,180.0,0.05980704265353249,0.0
 0.3405856560662452,2.088132174233081,4.875994062183913,0.010931644542196198,0.5108784840993679,1.500000000000001,0.002058362656561109,180.0,0.06212322349422431,1.1651900294143762e-12
 0.36497799440841994,2.1010399343917383,4.8759968662748046,0.012446975228573857,0.54746699161263,1.500000000000001,0.0019859230211188013,180.00000000000003,0.06397318906740247,-1.232392631735696e-12
 0.3880402139466648,2.1140646374352556,4.876000031155983,0.013922338959407941,0.5820603209199974,1.500000000000001,0.0019167821882364244,180.0,0.06544227622928292,0.0
 0.40999526516454005,2.1272053193262863,4.876003553743772,0.015359127485836186,0.6149928977468102,1.5,0.0018507545917842887,180.0,0.06659520470953735,0.0
 0.43101088209191024,2.140461016027485,4.876007430954491,0.01675866679721162,0.6465163231378656,1.5000000000000027,0.0017876513856006882,180.0,0.06748250171030717,0.0
 0.45121692270867303,2.1538307635015026,4.8760116597044645,0.018122220967690852,0.6768253840630097,1.5,0.0017273193306692007,180.0,0.06814450786882625,0.0
 0.4707162889192728,2.1673135977109945,4.876016236910016,0.019450995681866194,0.7060744333789094,1.5,0.0016696014628692958,180.0,0.06861400943148112,1.505720358259129e-12
 0.48959211089677757,2.180908554618613,4.876021159487465,0.020746141509057663,0.7343881663451666,1.5000000000000016,0.0016143531471201058,180.00000000000003,0.06891804523148773,-1.551357940706376e-12
 0.5079126471731851,2.1946146701870113,4.876026424353134,0.02200875705682023,0.7618689707597779,1.500000000000003,0.0015614420190084028,180.0,0.06907917478522925,0.0
 0.5257347293039545,2.208430980378843,4.876032028423348,0.02323989178336836,0.7886020939559321,1.500000000000003,0.0015107445365065406,180.0,0.0691164111001426,0.0
 0.5431062465019688,2.2223565211567613,4.876037968614426,0.024440548707459517,0.8146593697529536,1.500000000000003,0.0014621354411555503,180.0,0.06904591208942656,0.0
 0.560067977982248,2.236390328483419,4.876044241842693,0.025611686928131334,0.8401019669733726,1.5000000000000064,0.0014155152453747288,180.0,0.06888150618686882,-1.7134938238056952e-12
 0.5766549706142255,2.2505314383214703,4.87605084502447,0.02675422396373244,0.8649824559213388,1.5,0.0013707720653909623,179.99999999999997,0.06863510094056266,1.7498227639027734e-12
 0.592897592448115,2.2647788866335676,4.87605777507608,0.02786903795284083,0.8893463886721731,1.5000000000000033,0.0013278199265528362,180.0,0.0683170045232476,0.0
 0.6088223505861134,2.279131709382365,4.876065028913845,0.028956969726586092,0.9132335258791707,1.5,0.001286552720242988,180.0,0.06793617999435268,0.0
 0.6244525346918472,2.2935889425305147,4.876072603454087,0.030018824727338096,0.9366788020377714,1.5,0.0012469011675382514,180.0,0.0675004534261068,0.0
 0.6398087294510325,2.3081496220406703,4.876080495613129,0.031055374836482706,0.9597130941765494,1.5000000000000036,0.0012087717476408555,180.0,0.06701668056964058,1.88217037742256e-12
 0.6549092271378172,2.322812783875486,4.876088702307293,0.03206736006640055,0.9823638407067264,1.5000000000000038,0.001172097216800057,180.00000000000003,0.06649088595497338,-1.9124856663195893e-12
 0.6697703630568639,2.337577463997614,4.876097220452902,0.03305549015995524,1.0046555445852965,1.5,0.0011368001053544737,180.0,0.0659283785034435,-1.941847425740938e-12
 0.684406790746109,2.3524426983697087,4.876106046966277,0.034020446104590076,1.0266101861191643,1.5000000000000113,0.0011028222728258913,179.99999999999997,0.06533384595160252,0.0
 0.698831709627285,2.367407522954422,4.876115178763741,0.03496288153263719,1.0482475644409284,1.5,0.0010700911712287126,179.99999999999997,0.06471143761161666,3.995925466766558e-12
 0.7130570547528549,2.382470973714408,4.8761246127616165,0.035883424066234224,1.0695855821292832,1.5000000000000078,0.0010385537102299727,180.00000000000003,0.06406483123360646,-2.024828431785539e-12
 0.7270936560689185,2.3976320866123193,4.876134345876226,0.036782676560641256,1.0906404841033788,1.500000000000004,0.0010081535921547412,180.0,0.06339729181760474,0.0
 0.7409513729581104,2.41288989761081,4.87614437502389,0.03766121828219111,1.1114270594371667,1.500000000000004,0.0009788309411847486,180.0,0.06271172376382424,0.0
 0.7546392085827915,2.428243442672533,4.876154697120934,0.03851960604881074,1.1319588128741884,1.500000000000004,0.0009505499010425422,180.0,0.06201070853239147,0.0
